59894932692067016	9.497777856687211e-8
68480361219210910	7.857556228507145e-8
77347403800281150	6.542574444616329e-8
88434495432916860	5.412702566166142e-8
102355042294748290	4.547894343348103e-8
118467852906555410	3.8417586917179075e-8
137120103273397890	3.288959901317375e-8
158713847683986240	2.8689261369410908e-8
183712136495570980	2.5362317545639905e-8
212652363635812200	2.2723084563076178e-8
246163198476587700	2.0966452285700837e-8
284958516684083870	1.9501493997267937e-8
329876488856544800	1.8432377381115116e-8
381881444254739300	1.7609290072531205e-8
442096377176933900	1.709514850345341e-8
498369062843244200	1.6654276154935988e-8
564284660679190850	1.6285903120310293e-8
653303012792329100	1.6457702897716168e-8
756364395958979800	1.6631314988709977e-8
875702989746533400	1.7033062506835443e-8
1013892537312996000	1.7679406093440184e-8
1173873820497799000	1.8203602138736586e-8
1372470694120123000	1.9056409562967948e-8
1559959643678893600	1.9837707789438318e-8
1822065792617012200	2.147421268678497e-8
2109658808287603000	2.2710383809710438e-8
2442666224013610000	2.414655673929106e-8
2828287162919501000	2.5949737549650495e-8
3274785640909843500	2.7887573626595376e-8
3791804940621091000	3.0130892917750145e-8
4390469520487923700	3.264186995308869e-8
5083675403623045000	3.545682259546135e-8
5886356034488315000	3.861769557848917e-8
6815804242048936000	4.217301506355504e-8
7891943269284520000	4.580990965202646e-8
9138189077768623000	5.043046814244277e-8
10581234148762503000	5.551707341019437e-8
12252366551872428000	6.177420326772809e-8
14187304880210514000	6.836978738626697e-8
16427674411180329000	7.526581935828358e-8
19022156172977037000	8.374875940951432e-8
22026299050982232000	9.29388330316838e-8
25505101447844160000	1.0369064111966885e-7
29533467970330880000	1.159961728522873e-7
34197941966848705000	1.2941541375262614e-7
39599286667982660000	1.4477384401621177e-7
45853738980350920000	1.6195494264148343e-7
53096270108405030000	1.8166031519834976e-7
61482219617671300000	2.0267603900832738e-7
68627072020427650000	2.1435422357672224e-7
