28.756794740719428	1.581697976574844e-23
30.50864190794247	1.5569112948767016e-23
32.641111301853435	1.5532530440061197e-23
34.77604076527172	1.531483344005848e-23
37.05060774812437	1.5100187583846732e-23
39.473837405057154	1.4918601451030163e-23
42.055554124068834	1.4739198968148405e-23
44.806368646062836	1.450334710551618e-23
47.73685016638551	1.4328938231509703e-23
50.85899466231746	1.415662669786962e-23
54.18533751275968	1.3986387283192156e-23
57.72954983890145	1.3762581668018287e-23
61.50575405918775	1.3515078217096462e-23
65.39091550067505	1.3249743277333254e-23
69.81362777220788	1.3272025817561354e-23
74.38088597102656	1.2954741664580531e-23
79.24650388803403	1.2696140103386993e-23
84.42994370360167	1.2492980603464748e-23
89.95242747698948	1.229307199570904e-23
96.24533819971934	1.1759664010902505e-23
101.67636026250753	1.173992059041841e-23
108.78087467952197	1.1902800210228553e-23
115.89422761678281	1.1854895603150588e-23
123.47340954905971	1.1759664010902505e-23
131.5468107013302	1.1759664010902505e-23
140.14963097476885	1.1665197423802048e-23
149.31382783936698	1.1641699587833579e-23
159.07682405151348	1.1641699587833579e-23
169.4800358031972	1.1548180621042363e-23
180.56210859865985	1.1524918498327336e-23
192.36882330761946	1.150170323376001e-23
204.94924547297106	1.1409308872039447e-23
218.3500050421884	1.1409308872039447e-23
232.62825619887073	1.1363390394967523e-23
247.8408627907887	1.1294858957700269e-23
264.04612281027363	1.1294858957700269e-23
281.3132848226135	1.1226740826473788e-23
299.17628794592866	1.0926831068004962e-23
319.3325709955054	1.050401732890781e-23
340.2682223373858	9.30707310629306e-24
362.56492175965485	8.441682226661603e-24
387.9658618803869	7.533729862642728e-24
409.38793440576205	7.206488234610595e-24
438.44894170008126	8.263166924908172e-24
467.04441288807544	9.269615392786383e-24
497.5511506755467	9.709635611468484e-24
530.078103398701	9.788265754181107e-24
564.7222056507177	9.987638223671516e-24
601.6354667046551	1.012961031151152e-23
640.9615757535922	1.0273600501456688e-23
686.1449248152845	1.0033053756627285e-23
724.4602185749974	1.0228814736751719e-23
775.1651329917925	9.573549701198226e-24
825.9086328664151	9.084576040068744e-24
879.9762877159075	8.603212051326724e-24
937.5988430231886	8.04937869932001e-24
998.9235747802047	7.936562207410284e-24
1064.221469190695	8.033164401914331e-24
1133.6916161937152	8.655411949457336e-24
1207.7197582836309	9.195151621620934e-24
1286.60293286279	9.651077798996508e-24
1370.6159249029429	1.025290583418117e-23
1460.1308022223523	1.0804764377809746e-23
1555.4791258662688	1.1455412901702923e-23
1657.0719459052407	1.2047678633782988e-23
1765.275936931073	1.2798955425009326e-23
1880.488870537869	1.390203682180901e-23
2003.3802660431195	1.4242521880633123e-23
2134.3903004186163	1.415662669786962e-23
2273.9614479891206	1.4099651227599346e-23
2422.646116546199	1.4099651227599346e-23
2581.0526432655925	1.4099651227599346e-23
2749.8166991081753	1.4099651227599346e-23
2929.6315493854577	1.40429050636662e-23
3121.2133157121248	1.3958213749369117e-23
3325.296180772561	1.3958213749369117e-23
3542.7231564715144	1.3958213749369117e-23
3774.366757454835	1.3958213749369117e-23
4021.1565483905138	1.3958213749369117e-23
4284.1414795284145	1.3818195069371922e-23
4564.263271610068	1.3818195069371922e-23
4862.634516636418	1.3958213749369117e-23
5180.18465862013	1.476894885793444e-23
5518.109793322446	1.6401601289794774e-23
5878.063117421749	1.825150236798752e-23
6261.428131062096	2.047452373033773e-23
6669.923801516087	2.2646394150314073e-23
7105.050296985858	2.509920815915497e-23
7568.397528695759	2.8270052798179254e-23
8062.159903354274	3.126884741006874e-23
8588.111846593276	3.4655552881087903e-23
9147.93736647912	3.978859732868838e-23
9744.495668800126	4.486039372626289e-23
10381.36276853454	4.577413347384756e-23
