1.8	2.974e-22
1.7982	2.968e-22
2.8	7.1963e-22
2.7972	5.489e-23
3.8	1.013e-22
3.7962	7.9273e-23
4.8	1.2674e-22
4.7952	1.0432e-23
5.8	1.5262e-23
5.7942	1.7785e-23
6.8	2.4496e-23
6.7932	2.5082e-23
7.8	3.3068e-23
7.7922	8.0415e-24
8.8	1.0256e-23
8.7912	8.8674e-24
9.8	1.1019e-23
9.7902	8.7978e-24
10.8	1.0706e-23
10.789	8.7005e-24
11.8	1.0407e-23
11.788	8.6553e-24
12.8	1.0205e-23
12.787	8.63e-24
13.8	1.0051e-23
13.786	8.6105e-24
14.8	9.9235e-24
14.785	8.5994e-24
15.8	9.8204e-24
15.784	8.6083e-24
15.8	8.6256e-24
