0.10049111375154973, 4.6796434635620376e-23
0.10544431794224984, 4.6796434635620376e-23
0.11217313395544508, 4.6796434635620376e-23
0.12016316422859381, 4.566405432338145e-23
0.1269463437053507, 4.6796434635620376e-23
0.13498805253694918, 5.420539995213587e-23
0.14353918195558169, 6.278737700530882e-23
0.14751875997453834, 6.593999899229975e-23
0.15585755180828323, 6.593999899229975e-23
0.16813531402358903, 6.12680478057331e-23
0.1813935267596241, 5.554958913183836e-23
0.19309599285372303, 4.455907535446132e-23
0.20276189659296778, 3.48781299531074e-23
0.2236021752446893, 2.0347480375857862e-23
0.2603898237390644, 1.4090816855117246e-23
0.31567330214651046, 1.3749847212572005e-23
0.3824982091724965, 1.592676820876654e-23
0.46343539803672273, 1.8905829836907412e-23
0.5731555042181311, 2.2998638539612015e-23
0.6618636011403876, 2.6639858572587566e-23
0.8019149216517938, 3.1622776601683793e-23
0.8296499421949408, 3.574304018221044e-23
0.8580931900900294, 4.455907535446132e-23
0.9052075634161612, 7.453159674382322e-23
0.942285005079921, 1.0762542851272222e-22
0.981383335113278, 1.3092460629275645e-22
1.0508256005133378, 1.479833198237533e-22
1.172468819600154, 1.7141252532913143e-22
1.3728749916453309, 1.8905829836907568e-22
1.4801578551721577, 2.136914933341573e-22
1.6504139530727269, 3.085756852716054e-22
1.767196539090462, 3.487812995310769e-22
2.111905590568886, 4.1401995764592414e-22
2.372978175809178, 4.566405432338183e-22
2.72267144518304, 4.566405432338183e-22
3.145902916037749, 4.348083467104527e-22
3.660262446534423, 4.040015010570246e-22
4.258720480282426, 3.7537736819256267e-22
4.853545064798811, 3.5743040182210733e-22
