9719732.684867475, 1.0901844923851357e-8
12915496.650148828, 8.413951416452033e-9
14470842.848333063, 7.0794578438414315e-9
18165997.883753285, 5.463865498818574e-9
20940529.274115216, 4.597269885308756e-9
26287730.05589448, 3.548133892335775e-9
30302710.82866393, 2.985382618917969e-9
40265979.82549091, 2.660725059798825e-9
50547968.21191235, 2.371373705661665e-9
67167702.577788, 2.1134890398366605e-9
84319092.92866251, 1.88364908948981e-9
115273212.11923802, 1.678804018122566e-9
140652724.21052337, 1.6311729092278463e-9
192287307.0608777, 1.496235656094442e-9
241388207.29041967, 1.3724609610075653e-9
330003479.11252886, 1.2956866975170216e-9
491312738.78296673, 1.2956866975170216e-9
752563602.3261602, 1.2956866975170216e-9
1000000000, 1.2956866975170216e-9
1328791343.22869, 1.3335214321633295e-9
1716200014.2216904, 1.3724609610075653e-9
2628773005.589448, 1.4537843856076666e-9
4511500269.578206, 1.584893192461124e-9
7742636826.811246, 1.77827941003893e-9
13287913432.286844, 1.9386526359522135e-9
23462288481.422623, 2.0535250264571544e-9
